URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN m²,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS
https://www.pararius.com/apartment-for-rent/amsterdam/eccf121d/memeleiland,Apartment Memeleiland,1014 ZL (Houthavens),2600,110,3,Interior is not available,"High-end, unfurnished apartment on the second floor of a recently brand-new building in the popular district Houthavens. This 3-room apartment of 110m2 has a spacious balcony of 10m2, a separate storage space of 6m2.",4 weeks,01-08-2022,Specifics are not available,Excellent,300,Apartment,Existing building,2020,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/eccf121d/amsterdam/keizerskroon-makelaars-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/89365ce3/floris-versterstraat,Apartment Floris Versterstraat,1058 JM (Hoofddorppleinbuurt),4500,156,4,Furnished,"This beautiful and modern apartment with 3 bedrooms, 2 bathrooms and a lovely terrace is located on the second floor of a former school building from the 1930s, in the lively Hoofddorpplein area of Amsterdam Old South, within walking distance of the Vondelpark!  ",4 weeks,22-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,2,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/89365ce3/amsterdam/interhouse-verhuurmakelaars-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/d39ac888/brouwersgracht,Apartment Brouwersgracht 124 achter + zolder,1013 HA (Haarlemmerbuurt),2400,70,4,Furnished,This apartment is perfect for sharing by 2 people. It is not really recommended for a single or couple due to layout.,4 weeks,Not available to book,Specifics are not available,Upkeep is not available,300,Apartment,Existing building,1905,Location type is not available,2,2,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/d39ac888/amsterdam/amsterdam-housing/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/6d2eeeac/tweede-hugo-de-grootstraat,Apartment Tweede Hugo de Grootstraat 28 C1,1052 LD (Frederik Hendrikbuurt),1900,60,3,Furnished,We offer this apartment with two bedrooms in a fantastic location at the Hugo de Grootplein.,4 weeks,01-08-2022,Specifics are not available,Excellent,159,Apartment,Existing building,1901,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/6d2eeeac/amsterdam/the-rental-agency-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/816e2e7b/olympiaweg,Apartment Olympiaweg,1076 XA (Stadionbuurt),1400,40,2,Interior is not available,Apartment for rent in Amsterdam with 1 bedroom in the Stadionbuurt district.,4 weeks,consultation,Specifics are not available,Good,166,Apartment,Existing building,1906-1930,Location type is not available,1,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/816e2e7b/amsterdam/rebid/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/79123c5d/kerkstraat,Apartment Kerkstraat 209 D,1017 GJ (Grachtengordel-Zuid),2650,71,3,Upholstered,"Offering a new and fully refurbished 2 bedroom apartment, situated on the Kerkstraat, one of the most sociable streets in the city center, between Spiegelgracht and Vijzelgracht.",4 weeks,Not available to book,Specifics are not available,Excellent,190,Apartment,Existing building,1988,Location type is not available,2,1,1,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/79123c5d/amsterdam/listings/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/eb91bb9f/plantage-kerklaan,Apartment Plantage Kerklaan,1018 SX (Weesperbuurt/Plantage),2750,90,3,Furnished,"DUE TO THE GREAT INTEREST, NO VIEWING IS POSSIBLE!",4 weeks,Not available to book,Specifics are not available,Excellent,234,Apartment,Existing building,Before 1906,On a quiet road,2,1,1,Present,Details of garden is not available,Present,Inpandig,Yes,https://www.pararius.com/contact/eb91bb9f/amsterdam/koops-makelaardij-amsterdam-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/bebf3775/geldersekade,Apartment Geldersekade,1011 EL (Nieuwmarkt/Lastage),2800,85,3,Furnished,"High end fully renovated and furnished penthouse divided over two floors, overlooking the Amsterdam canals, just 4 minutes form Central Station.   ",4 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/bebf3775/amsterdam/expats-amsterdam-rentals-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/a43cebc3/van-ostadestraat,Apartment Van Ostadestraat,1073 TZ (Nieuwe Pijp),1700,50,2,Furnished,"Situated in a good location in De Pijp, around the corner from the cozy shopping street Van Woustraat, we offer this nice partly furnished 1 bedroom apartment on the 2nd floor.  ",4 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/a43cebc3/amsterdam/interhouse-verhuurmakelaars-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/6e1476a7/valkenburgerstraat,Apartment Valkenburgerstraat,1011 MG (Nieuwmarkt/Lastage),3950,162,2,Upholstered,"At a fantastic location in the center of Amsterdam, on the edge of the Plantagebuurt and the old town, we can offer you a unique Penthouse. The Penthouse is located on the 6th floor and is 162 m2 in size and has a spacious bedroom, office, 2 roof terraces of no less than 80 m2 and air conditioning. In the basement of the buidling is your own storage room.   ",4 weeks,01-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1998,Location type is not available,1,1,Number of floors is not available,Not present,Details of garden is not available,Present,Details of description of the storage is not available,No,https://www.pararius.com/contact/6e1476a7/amsterdam/inter-immo-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/c6289505/marnixstraat,Apartment Marnixstraat,1016 TC (Jordaan),5500,143,3,Furnished,On the edge of the Jordaan we offer this luxurious and under tasteful architecture renovated double ground floor house which is located on the water. The apartment has a usable area of 143 sqm (NEN2580). The apartment is on the ground floor and basement. ,4 weeks,Not available to book,Monumental building,Excellent,497,Apartment,Existing building,1886,Location type is not available,2,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/c6289505/amsterdam/city-housing-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/ac1a4ab6/roerstraat,Apartment Roerstraat 38 hs,1078 LP (Scheldebuurt),2450,90,3,Furnished,"Roerstraat 38 hs, 1078 LP Amsterdam",4 weeks,Not available to book,Specifics are not available,Excellent,234,Apartment,Existing building,1930,Location type is not available,2,1,1,Not present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ac1a4ab6/amsterdam/prinsen-residence-international/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/da82b951/klaas-katerstraat,Apartment Klaas Katerstraat,1069 RT (Osdorp-Midden),2000,79,3,Furnished,KLAAS KATERSTRAAT (CA.79M2) AMSTERDAM-NIEUWE WEST / AKER  ,21-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/da82b951/amsterdam/amsterdam-city-homes/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/ed912f52/arubastraat,Apartment Arubastraat 2 hs,1058 VE (Westindische Buurt),2450,90,4,Furnished,THIS LISTING IS ALSO PERFECT TO USE AS AN OFFICE OR PRACTICE WITH LIVING PURPOSES (HOME OFFICE),3 weeks,Not available to book,Specifics are not available,Upkeep is not available,286,Apartment,Existing building,1928,Location type is not available,3,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/ed912f52/amsterdam/makelaarshuis-amsterdam-zaanstad/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/8db6e4d9/gulden-kruis,Apartment Gulden Kruis,"1103 BK (Bijlmer Oost (E,G,K))",1525,100,3,Furnished,"Gulden Kruis (100m2) € 1.525,00 excl. G/W/E, internet/tv",4 weeks,01-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/8db6e4d9/amsterdam/expathousing-com-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/c8e064e4/tweede-jacob-van-campenstraat,Apartment Tweede Jacob van Campenstraat 5,1073 XN (Oude Pijp),2450,80,4,Furnished,Tweede Jacob van Campenstraat,4 weeks,01-08-2022,Specifics are not available,Excellent,240,Apartment,Existing building,1930,In the city centre,3,1,1,Present,Details of garden is not available,Present,Details of description of the storage is not available,No,https://www.pararius.com/contact/c8e064e4/amsterdam/viadaan-nijmegen/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/b74195fa/koningin-wilhelminaplein,Apartment Koningin Wilhelminaplein,1062 KS (Westlandgracht),1795,80,3,Interior is not available,Apartment with balcony for rent in Amsterdam with 2 bedrooms in the Westlandgracht district.,4 weeks,Not available to book,Specifics are not available,Good,280,Apartment,Existing building,2016,Location type is not available,2,Number of bathrooms is not available,1,Present,Details of garden is not available,Details of storage is not available,Garage mogelijk,Yes,https://www.pararius.com/contact/b74195fa/amsterdam/wooove-b-v/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/c4bbc259/singel,Apartment Singel,1012 WG (Burgwallen-Nieuwe Zijde),2950,110,3,Furnished,"Overlooking canal De Singel and close to the charming “De Negen Straatjes”, we offer this spacious very luxurious 2 bedroom apartment.",4 weeks,15-08-2022,Monumental building,Upkeep is not available,330,Apartment,Existing building,1900,Location type is not available,2,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/c4bbc259/amsterdam/people-on-the-move-expat-brokers/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/03a56232/haarlemmerdijk,Apartment Haarlemmerdijk,1013 KH (Haarlemmerbuurt),2750,72,3,Furnished,In the middle of the Jordaan on the Haarlemmerdijk we offer this fantastic and very tastefully furnished upstairs apartment with roof terrace.,4 weeks,01-08-2022,Specifics are not available,Upkeep is not available,180,Apartment,Existing building,2003,In the city centre,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/03a56232/amsterdam/people-on-the-move-expat-brokers/request-details
https://www.pararius.com/house-for-rent/amsterdam/f4b16d87/prinsengracht,House Prinsengracht 264,1016 HH (Jordaan),9500,240,7,Interior is not available,Delightful house with garden for rent in Amsterdam with 4 bedrooms in the Jordaan district.,4 weeks,consultation,Specifics are not available,Excellent,700,House,Existing building,Before 1906,Location type is not available,4,Number of bathrooms is not available,4,Not present,Details of garden is not available,Details of storage is not available,"Inpandig, parkeerkelder",Yes,https://www.pararius.com/contact/f4b16d87/amsterdam/makelaarskantoor-carla-van-den-brink/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/1a63c8a5/andreas-bonnstraat,Apartment Andreas Bonnstraat,1091 BA (Oosterparkbuurt),1740,82,3,Shell,Zeer leuk en op een geliefde locatie gelegen 3-kamer appartement.,4 weeks,Not available to book,Specifics are not available,Excellent,200,Apartment,Existing building,1904,Location type is not available,2,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/1a63c8a5/amsterdam/bluestone-real-estate/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/b591d692/rombout-hogerbeetsstraat,Apartment Rombout Hogerbeetsstraat 82 H,1052 XJ (Frederik Hendrikbuurt),1795,55,2,Upholstered,"Spacious and well laid out apartment in a beautiful building around the corner from the Jordaan. This one-bedroom apartment on the ground floor has an area of 55 m², with a sunny garden of 25 m² and a nice garden shed of 12 m². The house has just been renovated and is therefore brand new.   ",4 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b591d692/amsterdam/the-tenants-group/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/37ab43b7/vondelstraat,Apartment Vondelstraat,1054 GR (Vondelbuurt),2600,80,3,Upholstered,Charming bright semi-furnished (unfurnished) apartment of 80m2 around the corner of the amazing Voldelpark and walking distance to the Museum quarter of Amsterdam. Available 15 July 2022 for maximum 2 years. No students and no sharing allowed.   ,4 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/37ab43b7/amsterdam/expat-apartment-service/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/aa70509c/overtoom,Apartment Overtoom 168 1,1054 HP (Helmersbuurt),3200,125,4,Upholstered,"Do you like to have the ultimate Amsterdam experience, then this apartment is perfect for you.",4 weeks,Not available to book,Specifics are not available,Good,287,Apartment,Existing building,1885,Location type is not available,3,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/aa70509c/amsterdam/holland-home-management/request-details
https://www.pararius.com/house-for-rent/amsterdam/2c20fe5b/lomondlaan,House Lomondlaan,1060 PL (Middelveldsche Akerpolder),3200,130,5,Furnished,New West ! Beautiful 4 bedroom apartment with garden and free parking.   ,5 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,Constructed year is not available,Location type is not available,4,2,Number of floors is not available,Not present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/2c20fe5b/amsterdam/expatservice-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/3dc639ed/de-lairessestraat,Apartment De Lairessestraat 74 3*,1071 PG (Museumkwartier),4000,186,7,Interior is not available,"Very spacious double apartment of 186 m² on the popular De Lairessestraat in Oud-Zuid. The house is spread over two floors and there is the possibility of a spacious roof terrace. In addition to a bright and spacious living room, the house has  six bedrooms, a modern kitchen, large bathroom and three balconies.",5 weeks,Not available to book,Specifics are not available,Good,699,Apartment,Existing building,1915,in a residential area,6,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/3dc639ed/amsterdam/forte-makelaars/request-details
https://www.pararius.com/house-for-rent/amsterdam/ce2067a7/anna-van-den-vondelstraat,House Anna van den Vondelstraat 10,1054 GZ (Vondelbuurt),9750,350,9,Furnished,"Fantastic family house a stone's throw from the Vondelpark. This lovely house has 6 bedrooms, 3 bathrooms and a spacious garden.",5 weeks,01-08-2022,Specifics are not available,Good,980,House,Existing building,1884,Location type is not available,6,3,5,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/ce2067a7/amsterdam/the-brick-club/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/b2105d1d/singel,Apartment Singel 75 H,1012 VE (Burgwallen-Nieuwe Zijde),1700,27,2,Upholstered,Comfortable apartment for rent in Amsterdam with 1 bedroom in the Burgwallen-Nieuwe Zijde district.,5 weeks,Not available to book,Specifics are not available,Good,93,Apartment,Existing building,Before 1906,Location type is not available,1,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b2105d1d/amsterdam/hoen-makelaars/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/495ab05d/keizersgracht,Apartment Keizersgracht 740 A,1017 EX (Grachtengordel-Zuid),2500,120,2,Furnished,Beautifully modern yet classic ground floor apartment in a monumental canal house in the center of Amsterdam. Located on one of the most beautiful parts of the historic canal belt.,5 weeks,Not available to book,Specifics are not available,Upkeep is not available,348,Apartment,Existing building,1672,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/495ab05d/amsterdam/urban-homies/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/26ddf70b/wijdesteeg,Apartment Wijdesteeg,1012 RN (Burgwallen-Nieuwe Zijde),1850,55,2,Furnished,LUXURY FURNISHED RENTAL APARTMENTS AMSTERDAM ,5 weeks,Not available to book,"Accessible for disabled people, accessible for seniors",Excellent,149,Apartment,Existing building,2018,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/26ddf70b/amsterdam/eefje-voogd-makelaardij-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/da0507bf/sijlhoff,Apartment Sijlhoff,1082 EP (Buitenveldert-West),2500,120,6,Upholstered,"Beautifully spacious, light and recently renovated apartment measuring approximately 120 sq. m. with 4 large bedrooms, a south-facing balcony, uninterrupted views over lush greenery, lots of sunlight and amazing privacy at the front and rear. This spacious home is ideal for families, home workers or expats in need of a spacious guest room! The home occupies the top two floors of a well-maintained apartment complex – no upstairs neighbours! The house is offered upholstered, if desired it's also possible to rent the house furnished at an additional cost.",5 weeks,consultation,Specifics are not available,Good,400,Apartment,Existing building,1961,Location type is not available,4,1,2,Present,Details of garden is not available,Present,Box,Yes,https://www.pararius.com/contact/da0507bf/amsterdam/ramon-mossel-makelaardij-amsterdam-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/9ce1dc64/prinsengracht,Apartment Prinsengracht 424 2,1016 JC (Jordaan),1675,45,2,Upholstered,"At one of the most preferred parts of the Amsterdam Canals, close to the Vondelpark, Theater district and the 9 streets, we offer this unique renovated unfurnished apartment. ",5 weeks,01-08-2022,Monumental building,Upkeep is not available,110,Apartment,Existing building,Before 1906,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/9ce1dc64/amsterdam/parker-williams-real-estate-services/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/6bca2460/lomanstraat,Apartment Lomanstraat 24 2,1075 RB (Willemspark),2250,70,3,Furnished,Nicely furnished two bedroom apartment in one of the most beautiful streets of Amsterdam Old South.,5 weeks,01-08-2022,Specifics are not available,Upkeep is not available,200,Apartment,Existing building,1931-1944,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/6bca2460/amsterdam/parker-williams-real-estate-services/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/d3614e96/herengracht,Apartment Herengracht,1015 BD (Grachtengordel-West),2975,102,3,Furnished,Herengracht / Amsterdam (approx. 102 m2) €2975 excl. G/W/E,5 weeks,25-07-2022,Specifics are not available,Good,300,Apartment,Existing building,Before 1906,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/d3614e96/amsterdam/koops-makelaardij-amsterdam-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/2cb31a89/wilhelminastraat,Apartment Wilhelminastraat 29 2,1054 VV (Helmersbuurt),2000,53,2,Upholstered or furnished,NEW FOR RENT!,5 weeks,consultation,Specifics are not available,Upkeep is not available,150,Apartment,Existing building,1899,Location type is not available,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/2cb31a89/amsterdam/27-huis-makelaars/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/34bc23c8/nieuwendijk,Apartment Nieuwendijk,1012 MD (Burgwallen-Nieuwe Zijde),1695,60,2,Upholstered,NIEUWENDIJK(CA. 60M2) AMSTERDAM - CENTRUM/ DAMRAK  ,5 weeks,01-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/34bc23c8/amsterdam/amsterdam-city-homes/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/cedda470/keizersgracht,Apartment Keizersgracht 480 B,1017 EG (Grachtengordel-Zuid),1995,79,2,Furnished,"On one of the most famous and beautiful canals in the world we offer this fully furnished 2-room apartment. The Keizersgracht is one of the three main canals of Amsterdam and is very centrally located. Within a few minutes you are at the always lively Leidseplein square, but also the main shoppingstreets like Kalverstraat, Leidsestraat and Nieuwendijk are just around the corner.",5 weeks,Not available to book,Specifics are not available,Good,198,Apartment,Existing building,1905,Location type is not available,1,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/cedda470/amsterdam/easymakelaars/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/2ecf664c/krommertstraat,Apartment Krommertstraat,1056 TS (Geuzenbuurt),1350,60,2,Upholstered,This apartment is only available for one person. .   ,5 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/2ecf664c/amsterdam/expats-amsterdam-rentals-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/a312e1e1/argonautenstraat,Apartment Argonautenstraat,1076 KV (Stadionbuurt),3100,120,4,Upholstered,"Recently renovated and luxurious family apartment with 3 bedrooms and a big sunny terrace. This fully renovated and bright apartment located on the top floors of the building (2nd, 3rd and attic). It has gorgeous wooden floors throughout, and a modern high quality kitchen. This open plan kitchen has all necessary appliances including: double door refrigerator, microwave/oven combi, stainless steel hood, 5-burner gas hob, and a dishwasher. Current condition is semi-furnished although furnished is also possible at extra charge. Parking permit is immediately available.   ",5 weeks,01-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,1,Number of floors is not available,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/a312e1e1/amsterdam/zen-home-rentals/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/ffbfbdc1/h-cleyndertweg,Apartment H. Cleyndertweg,1025 DZ (Buikslotermeer),2750,130,4,Interior is not available,Conveniently located apartment with balcony for rent in Amsterdam with 3 bedrooms in the Buikslotermeer district.,5 weeks,01-08-2022,Specifics are not available,Excellent,329,Apartment,Existing building,1974,Location type is not available,3,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/ffbfbdc1/amsterdam/huisportaal-nl/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/619f7066/wanningstraat,Apartment Wanningstraat 12 A,1071 LB (Museumkwartier),2950,120,3,Furnished,Lovely and spacious fully furnished apartment on the 2nd floor with elevator,5 weeks,Not available to book,Specifics are not available,Good,340,Apartment,Existing building,1900,Location type is not available,2,2,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/619f7066/amsterdam/dutch-housing-centre-bv/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/d4e034ae/watertorenplein,Apartment Watertorenplein 2 B,1051 PA (Centrale Markt),3000,110,3,Upholstered or furnished,"Situated in a national monument at a fantastic location at the car-free Watertorenplein: a one-of-a-kind apartment measuring 110 m2, completely renovated, and tastefully furnished. Just a stone’s throw away from Westerpark.",5 weeks,01-08-2022,Monumental building,Excellent,332,Apartment,Existing building,1907,Location type is not available,2,2,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/d4e034ae/amsterdam/dstrct-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/5341e1e4/emmy-andriessestraat,Apartment Emmy Andriessestraat,1087 NE (IJburg Zuid),1784,114,3,Interior is not available,Charming apartment for rent in Amsterdam with 2 bedrooms in the IJburg Zuid district.,5 weeks,Not available to book,Specifics are not available,Good,285,Apartment,Existing building,2010,Location type is not available,2,1,1,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Parkeerplaats,Yes,https://www.pararius.com/contact/5341e1e4/amsterdam/van-t-hof-rijnland-vastgoedmanagement-den-haag/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/0be2dee9/noorderdwarsstraat,Apartment Noorderdwarsstraat,1017 TX (De Weteringschans),2750,78,3,Furnished,"Top of range fully furnished 2 bedroom apartment on the Noorderdwarsstraat. The apartment is located in the center of Amsterdam, with the Prinsengracht, Reguliersgracht, Utrechtestraat and Vijzelgracht around the corner. Characteristic for this neighborhood is the wide variety of shops, cozy cafes and restaurants, but also various cultural facilities such as the City Theater, The DeLaMar Theater, Paradiso and the Museum Quarter are within walking distance. The house is easily accessible by various tram connections and roads, not to mention the North / South line on the Vijzelgracht, which takes you to the Zuidas within 5 minutes. ",5 weeks,Not available to book,Specifics are not available,Good,225,Apartment,Existing building,1941,Location type is not available,2,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/0be2dee9/amsterdam/alcoco-nl/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/ed912f52/arubastraat,Apartment Arubastraat 2 hs,1058 VE (Westindische Buurt),2450,90,4,Furnished,THIS LISTING IS ALSO PERFECT TO USE AS AN OFFICE OR PRACTICE WITH LIVING PURPOSES (HOME OFFICE),3 weeks,Not available to book,Specifics are not available,Upkeep is not available,286,Apartment,Existing building,1928,Location type is not available,3,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/ed912f52/amsterdam/makelaarshuis-amsterdam-zaanstad/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/da82b951/klaas-katerstraat,Apartment Klaas Katerstraat,1069 RT (Osdorp-Midden),2000,79,3,Furnished,KLAAS KATERSTRAAT (CA.79M2) AMSTERDAM-NIEUWE WEST / AKER  ,21-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/da82b951/amsterdam/amsterdam-city-homes/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/3d777bbb/arenpalmstraat,Apartment Arènpalmstraat,"1104 DB (Bijlmer Oost (E,G,K))",1150,35,2,Furnished,Suitable for one person only!   ,5 weeks,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/3d777bbb/amsterdam/expats-amsterdam-rentals-2/request-details
